190,1
600,2
720,3
600,4
600,5
600,6
70,7
70,8
660,9
310,10
150,11
120,12
190,13
60,14
320,15
800,16
80,17
810,18
80,19
80,20
80,21
80,22
380,23
810,24
120,25
330,26
500,27
320,28
900,29
900,30
150,31
670,32
